Content,Video title,Video publish time,Duration,Engaged views,Average percentage viewed (%),Stayed to watch (%),Unique viewers,New viewers,Returning viewers,Casual viewers,Regular viewers,Hypes,Hype points,Subscribers gained,Subscribers lost,Likes,Dislikes,Likes (vs. dislikes) (%),Shares,Comments added,RPM (USD),Rubies,End screen element clicks,End screen elements shown,Clicks per end screen element shown (%),Card clicks,Cards shown,Clicks per card shown (%),Card teaser clicks,Card teasers shown,Teaser clicks per card teaser shown (%),Community clip views,Watch time from community clips (hours),Remix count,Remix views,Post subscribers,Views from playlist,YouTube Premium views,YouTube Premium watch time (hours),Views,Watch time (hours),Subscribers,Estimated revenue (USD),Average view duration,Impressions,Impressions click-through rate (%)
Xq36wr4VvS8,NAPOLEONIC Strategy 🇫🇷,"Oct 24, 2025",69,15,157.33,66.67,14,13,1,1,0,0,0,0,0,2,0,100,0,0,0.133,0,0,0,,0,0,,0,0,,0,0,,,0,,1,0.0067,27,0.4532,0,0.002,0:01:48,249,2.41
IRpbGi2VETk,AUSTERLITZ 🇫🇷 OUT NOW!,"Nov 25, 2025",106,9,31.57,80,8,4,4,3,1,0,0,0,0,-1,0,100,0,0,0.222,0,0,0,,0,0,,0,0,,0,0,,,0,1,0,0,12,0.0841,0,0.002,0:00:33,136,4.41
D8hTwRDcXtg,Napoleon 64,"Dec 24, 2025",62,8,38.34,34.78,8,0,8,7,1,0,0,0,0,1,-1,,0,0,0.25,0,0,0,,0,0,,0,0,,0,0,,,0,,2,0.0022,25,0.0572,0,0.002,0:00:23,286,1.05
cx_3iOZowkU,Terrence McKenna on psychedelic effects on consciousness on prehistoric humanoids #psychedelics,"May 6, 2023",61,8,42.7,63.64,8,8,0,0,0,0,0,0,0,0,0,,0,0,0.286,0,0,0,,0,0,,0,0,,0,0,,,0,,1,0.0006,13,0.0604,0,0.002,0:00:26,274,1.09
WEbiSOVTaHs,🐎 The Napoleonic Cavalry ⚔️,"Oct 5, 2025",89,19,53.94,33.33,18,9,8,8,0,0,0,0,0,3,0,100,0,0,0.118,0,0,0,,0,0,,0,0,,0,0,,,0,,2,0.0242,50,0.2643,0,0.002,0:00:48,980,1.22
2qYEMHUyBIU,100 SECONDS : Timer + Alarm,"Mar 9, 2025",108,13,24.28,56.52,11,11,0,0,0,0,0,0,0,0,0,,0,0,0.154,0,0,0,,0,0,,0,0,,0,0,,,0,,1,0.0037,24,0.0996,0,0.002,0:00:26,178,4.49
BGp6Y0-EI9A,NEON SMOKE - 4K HD Background VISUALS - Psychedelic BRIGHT COLOR : Motion Design - TRIPPY : NO SOUND,"Oct 23, 2024",4481,3,0.34,,3,3,0,0,0,0,0,0,0,0,0,,0,0,0.667,0,0,0,,0,0,,0,0,,0,0,,,0,,0,0,3,0.0125,0,0.002,0:00:15,8,0
u7LvLizB0yQ,⚔️ General LaSalle 💂 Cavalry Charge at Wagram 🐎,"Sep 23, 2025",84,13,47.99,42.86,13,5,8,7,1,0,0,0,0,2,0,100,0,0,0.167,0,0,0,,0,0,,0,0,,0,0,,,0,,2,0.0164,27,0.1517,0,0.002,0:00:40,363,1.65
ggEr2Y0-mF4,Before AUSTERLITZ Pt. 3,"Dec 20, 2025",43,6,69,27.27,6,1,5,3,2,0,0,0,0,0,0,,0,0,0.333,0,0,0,,0,0,,0,0,,0,0,,,0,,4,0.0137,24,0.0557,0,0.002,0:00:29,233,0.86
Uy5Ak7-1s7M,NAPOLEON 🇫🇷 Vive le Empereur! 👑,"Nov 11, 2025",8,11,104.76,71.43,11,10,1,1,0,0,0,0,0,0,0,,0,0,0.182,0,0,0,,0,0,,0,0,,0,0,,,0,,0,0,21,0.0264,0,0.002,0:00:08,234,0.85
KKI8Efv7p6A,Mad Men Cinematography,"Dec 7, 2024",24,13,54.34,66.67,10,10,0,0,0,0,0,0,0,0,0,,0,0,0.154,0,0,0,,0,0,,0,0,,0,0,,,0,,4,0.0079,21,0.0492,0,0.002,0:00:13,266,3.38
56MM2YcLBVE,WAR GAMES 🇫🇷 Paintings to Toys,"Dec 22, 2025",40,14,44.57,53.85,11,2,9,9,0,0,0,0,0,0,0,,0,0,0.143,0,0,0,,0,0,,0,0,,0,0,,,0,,1,0.0016,29,0.0742,0,0.002,0:00:17,220,2.73
A9PS8Egm0WY,🕴️🌎 Don Draper's World : Mad Men  🥃  🚬,"Oct 10, 2025",24,24,86.24,58.54,21,20,1,1,0,0,0,0,0,0,0,,0,0,0.083,0,0,0,,0,0,,0,0,,0,0,,,0,,11,0.0642,51,0.1465,0,0.002,0:00:20,649,1.39
aVBQ4OEuY3Q,Printing Grateful Dead Shirts,"Feb 14, 2025",33,4,33.57,80,3,3,0,0,0,0,0,0,0,0,0,,0,0,0.5,0,0,0,,0,0,,0,0,,0,0,,,0,,0,0,5,0.0126,0,0.002,0:00:11,93,1.08
rEC59I5gtOk,AUSTERLITZ  🇫🇷 Birds-Eye-View,"Dec 23, 2025",46,10,42.91,60,8,2,6,5,1,0,0,0,0,1,0,100,0,0,0.2,0,0,0,,0,0,,0,0,,0,0,,,0,,2,0.0005,18,0.0565,0,0.002,0:00:19,180,0
XN-76nLR83Q,The TRUE Story of the First Thanksgiving!,"Nov 27, 2025",45,22,73.41,76.92,21,18,2,2,0,0,0,0,0,0,0,,0,0,0.1,0,0,0,,0,0,,0,0,,0,0,,,0,,2,0.0137,26,0.2031,0,0.002,0:00:33,158,1.9
61s3STP0fPU,NAPOLEON 🇫🇷 1812 Retreat from Russia ❄️🇷🇺,"Oct 8, 2025",39,17,99.53,48.48,17,12,5,5,0,0,0,0,0,-1,0,100,0,0,0.118,0,0,0,,0,0,,0,0,,0,0,,,0,,3,0.0216,44,0.1922,0,0.002,0:00:38,1008,1.19
__I2ZHmZcc8,🇺🇸 ✨FIREWORKS,"Jul 11, 2025",33,4,29.52,25,3,1,2,2,0,0,0,0,0,0,0,,0,0,0.5,0,0,0,,0,0,,0,0,,0,0,,,0,,1,0,12,0.0143,0,0.002,0:00:09,42,0
hzVXPCEA6tw,💂EMPEROR in the CUPBOARD⚔️,"Nov 25, 2025",40,20,45.14,83.33,18,10,8,7,1,0,0,0,0,0,0,,0,0,0.1,0,0,0,,0,0,,0,0,,0,0,,,0,5,2,0.001,29,0.101,0,0.002,0:00:18,343,3.5
xPkgRqrRl7I,BLACK LEGION ☠️,"Dec 22, 2025",118,15,48.53,57.14,13,3,10,10,0,0,0,0,0,2,0,100,0,0,0.133,0,0,0,,0,0,,0,0,,0,0,,,0,,0,0,26,0.2418,0,0.002,0:00:57,345,2.32
yGg5i3vZGGQ,Battle of Marengo 🎨 by Louis Lejeune🇫🇷,"Oct 13, 2025",44,31,86.39,51.02,21,14,7,4,3,0,0,0,0,1,0,100,1,0,0.067,0,0,0,,0,0,,0,0,,0,0,,,0,,4,0.0016,66,0.3391,0,0.002,0:00:38,814,1.72
o81vHhvU5fA,Lasalle ⚔️ Napoleon’s Cavalry Daredevil,"Sep 29, 2025",175,10,39.03,40.91,10,2,8,7,1,0,0,0,0,1,0,100,0,0,0.2,0,0,0,,0,0,,0,0,,0,0,,,0,,5,0.0013,27,0.1933,0,0.002,0:01:08,464,1.51
x6s2neT0Ngk,🔥Napoleon’s Cavalry Explained 🏇,"Sep 2, 2025",176,15,72.33,45.83,13,5,8,8,0,0,0,0,0,0,0,,0,0,0.133,0,0,0,,0,0,,0,0,,0,0,,,0,,2,0.0008,29,0.5349,0,0.002,0:02:07,656,1.37
cowLVGzrzjE,🇫🇷 LASALLE 🐎 Hussar Legend 3/3,"Oct 30, 2025",70,13,44.95,64.71,11,6,4,4,0,0,0,0,0,0,0,,0,0,0.083,0,0,0,,0,0,,0,0,,0,0,,,0,,1,0.0006,19,0.1158,0,0.002,0:00:31,310,2.58
FKvPJOlwbmA,💂Battle of Marengo 🎨 by Louis Lejeune🇫🇷,"Oct 7, 2025",44,10,20.39,52.94,9,6,3,3,0,0,0,0,0,0,0,,0,0,0.2,0,0,0,,0,0,,0,0,,0,0,,,0,,2,0.0018,16,0.0268,0,0.002,0:00:08,272,1.1
lVpIR36QZzA,PINBALL SPEAKEASY Hidden in a Laundromat!?,"May 28, 2025",54,3,68.21,75,2,2,0,0,0,0,0,0,0,0,0,,0,0,0.333,0,0,0,,0,0,,0,0,,0,0,,,0,,0,0,4,0.0313,0,0.001,0:00:36,151,0
BiydjCErYGE,Cavalry ⚔️🇫🇷 WEAPONS (1/2),"Nov 25, 2025",169,3,68.63,42.86,3,1,2,1,1,0,0,0,0,0,0,,0,0,0.333,0,0,0,,0,0,,0,0,,0,0,,,0,,0,0,9,0.0992,0,0.001,0:01:55,96,2.08
NItMjwPJSiY,Lasalle ⚔️ Napoleon’s Hussar,"Nov 11, 2025",64,8,48.11,83.33,7,4,3,3,0,0,0,0,0,0,0,,0,0,0.125,0,0,0,,0,0,,0,0,,0,0,,,0,,0,0,10,0.069,0,0.001,0:00:30,137,1.46
1v0U65bRsV8,Tony’s Backyard BBQ Choir 🍖🎶,"Dec 2, 2025",8,4,90.88,66.67,4,4,0,0,0,0,0,0,0,0,0,,0,0,0.25,0,0,0,,0,0,,0,0,,0,0,,,0,,1,0.0006,8,0.009,0,0.001,0:00:07,151,1.99
f5WDYKxpJEw,🇬🇧 The Union Jack 🇯🇪🏴󠁧󠁢󠁳󠁣󠁴󠁿🏴󠁧󠁢󠁥󠁮󠁧󠁿 = 🇬🇧,"Nov 4, 2025",36,12,71.55,44.44,12,11,1,1,0,0,0,0,0,-1,0,100,0,0,0.083,0,0,0,,0,0,,0,0,,0,0,,,0,,1,0.0008,17,0.088,0,0.001,0:00:25,128,0.78
Eiy3Xxwsthk,AMERICA THE BEAUTIFUL 🇺🇸 ✨,"Jul 2, 2025",35,3,33.3,42.86,3,2,1,1,0,0,0,0,0,0,0,,0,0,0.333,0,0,0,,0,0,,0,0,,0,0,,,0,,0,0,7,0.0104,0,0.001,0:00:11,232,0
BK84UhKup70,Hey Arnold! Arnold + Gerald's handshake,"Mar 26, 2025",11,11,199.44,45,8,6,2,2,0,0,0,0,0,1,0,100,0,0,0.091,0,0,0,,0,0,,0,0,,0,0,,,0,,3,0.0037,28,0.0715,0,0.001,0:00:21,234,2.14
tz0jkMq2y_g,Lidar Scan of a Dive Bar Bathroom @illGatesMusic,"Jun 12, 2024",13,3,74.23,75,3,3,0,0,0,0,0,0,0,0,0,,0,0,0.333,0,0,0,,0,0,,0,0,,0,0,,,0,,0,0,4,0.0083,0,0.001,0:00:09,54,1.85
5Fa-5iFfIoM,🎮 Napoleon 64 💂,"Nov 29, 2025",15,2,52.33,28.57,2,2,0,0,0,0,0,0,0,0,0,,0,0,0.5,0,0,0,,0,0,,0,0,,0,0,,,0,,5,0.0031,8,0.0066,0,0.001,0:00:07,137,0
QK_wUZZZIyM,✈️  D-DAY - WWII 🪖 PARATROOPERS who jumped into German-Occupied France tell their STORY!,"May 15, 2025",504,4,31.24,,4,2,2,2,0,0,0,0,0,0,0,,0,0,0.25,0,0,0,,0,0,,0,1,0,0,0,,,0,2,2,0.032,4,0.175,0,0.001,0:02:37,138,2.17
l0qkp8cniog,🇺🇸 ✨AMERICAN FIREWORKS!,"Jul 5, 2025",56,2,23.72,14.29,2,1,1,1,0,0,0,0,0,0,0,,0,0,0.5,0,0,0,,0,0,,0,0,,0,0,,,0,,0,0,16,0.0139,0,0.001,0:00:13,46,0
IiKlYEvI5IE,Lasalle’s Pipe + Sabre ⚜️ Napoleon's Relics,"Oct 2, 2025",59,9,83.64,88.89,9,6,3,3,0,0,0,0,0,0,0,,0,0,0.111,0,0,0,,0,0,,0,0,,0,0,,,0,,1,0.0003,13,0.1237,0,0.001,0:00:49,278,3.24
iOI85wuYVUQ,NEY 🇫🇷 BRAVEST of the BRAVE 🐎,"Nov 18, 2025",171,2,53.46,66.67,2,0,2,0,2,0,0,0,0,0,0,,0,0,0.5,0,0,0,,0,0,,0,0,,0,0,,,0,,0,0,4,0.051,0,0.001,0:01:31,79,1.27
EW9b9JjsJkg,Dog in the big city,"Mar 5, 2023",11,2,200.23,100,2,0,2,1,1,0,0,0,0,1,0,100,0,0,0.5,0,0,0,,0,0,,0,0,,0,0,,,0,,0,0,5,0.0122,0,0.001,0:00:22,9,11.11
Jq1Iwwvtw2g,60 SECONDS: 4K Timer and Alarm,"Mar 11, 2025",68,6,42.21,71.43,5,4,1,1,0,0,0,0,0,0,0,,1,0,0.167,0,0,0,,0,0,,0,0,,0,0,,,0,,0,0,7,0.0478,0,0.001,0:00:28,519,0.58
43dwfu-TMdA,"🎸🕊️Brand New – ""Waste"" LIVE in Newark  🖤","Jul 2, 2025",58,4,37.71,66.67,4,4,0,0,0,0,0,0,0,1,0,100,0,0,0.25,0,0,0,,0,0,,0,0,,0,0,,,0,,1,0.0024,7,0.0253,0,0.001,0:00:21,122,2.46
drmZFL4VcCQ,Culture 🇫🇷🐎 Napoleonic Cavalry (2/3),"Nov 21, 2025",49,9,49.11,38.46,7,2,5,4,1,0,0,0,0,-1,0,100,0,0,0.111,0,0,0,,0,0,,0,0,,0,0,,,0,1,1,0.0096,19,0.0634,0,0.001,0:00:24,132,3.79
aV9xRkbYaGg,LAVA LAMP - VISUALS & LIGHTING,"Jan 29, 2025",27,4,65.43,66.67,4,4,0,0,0,0,0,0,0,0,0,,6,0,0.333,0,0,0,,0,0,,0,0,,0,0,,,0,,0,0,6,0.0203,0,0.001,0:00:17,192,2.08
VQ7CdYKmEns,NAPOLEON 🇫🇷 Bataillon Carré💂,"Oct 31, 2025",108,14,62.7,62.5,12,8,4,4,0,0,0,0,0,-1,0,100,0,0,0.083,0,0,0,,0,0,,0,0,,0,0,,,0,,4,0.0365,20,0.265,0,0.001,0:01:07,73,0
1zpid_LskQw,NAPOLEON 🇫🇷 Greatest BATTLES,"Nov 15, 2025",9,10,114.09,52.63,8,1,7,6,1,0,0,0,0,1,0,100,0,0,0.1,0,0,0,,0,0,,0,0,,0,0,,,0,,1,0.0002,25,0.0317,0,0.001,0:00:10,125,1.6
CDf5dgFTHfo,3D LIDAR ART!,"Mar 7, 2025",13,4,51.97,66.67,4,3,1,1,0,0,0,0,0,0,0,,0,0,0.25,0,0,0,,0,0,,0,0,,0,0,,,0,,0,0,5,0.0077,0,0.001,0:00:06,23,13.04
CFNv3QFqDu8,NAPOLEON'S 🇫🇷 Corps System💂,"Nov 17, 2025",77,11,73.99,46.67,8,1,7,6,1,0,0,0,0,0,0,,0,0,0.1,0,0,0,,0,0,,0,0,,0,0,,,0,1,2,0.0215,24,0.1759,0,0.001,0:00:56,254,2.76
eLm0F_30IsE,NAPOLEON ⚔️ 1805 Campaign : AUSTERLITZ 🇫🇷,"Dec 6, 2025",119,7,7.89,100,4,2,2,2,0,0,0,0,0,0,0,,0,0,0.25,0,0,0,,0,0,,0,0,,0,0,,,0,,0,0,7,0.0183,0,0.001,0:00:09,124,0
VLGLRSLNv8w,CAPTURE the FLAG 🇫🇷💂🏼⚔️,"Dec 22, 2025",85,6,37.18,45.45,6,2,4,4,0,0,0,0,0,-1,0,100,0,0,0.167,0,0,0,,0,0,,0,0,,0,0,,,0,,2,0.0001,12,0.0533,0,0.001,0:00:31,188,1.6
ADHyIB5IFPo,"He's HERE He's THERE, He's every FUCK!N where!","Dec 22, 2024",73,45,33.55,85.11,38,37,1,1,0,0,0,0,0,0,0,,1,0,0.022,0,0,0,,0,0,,0,0,,0,0,,,0,,5,0.0148,51,0.3071,0,0.001,0:00:24,118,22.03
5qA5Kcs3ggI,Young Napoleon 🇫🇷 A BRIDGE at LODI,"Nov 6, 2025",46,2,27.5,40,2,1,1,1,0,0,0,0,0,-1,0,100,0,0,0.5,0,0,0,,0,0,,0,0,,0,0,,,0,,0,0,5,0.0084,0,0.001,0:00:12,107,0
HhEHQcANKik,The Face of a Little Corporal 🇫🇷,"Dec 4, 2025",108,3,41.15,75,2,1,1,1,0,0,0,0,0,0,0,,0,0,0.333,0,0,0,,0,0,,0,0,,0,0,,,0,,1,0.0045,5,0.0371,0,0.001,0:00:44,120,0
cjiMfiwWHAQ,🔥Battle of BORODINO 🖼️,"Nov 18, 2025",40,16,85.8,21.74,7,2,5,3,2,0,0,0,0,0,0,,0,0,0.063,0,0,0,,0,0,,0,0,,0,0,,,0,,1,0.0111,33,0.1593,0,0.001,0:00:34,526,2.09
JYJAoO0h_J0,TRAFALGAR  ⚓️ EYEWITNESS Battle Report 🇬🇧,"Jul 31, 2025",68,4,77.78,60,4,4,0,0,0,0,0,0,0,0,0,,0,0,0.25,0,0,0,,0,0,,0,0,,0,0,,,0,,0,0,8,0.0597,0,0.001,0:00:52,156,0.64
h5-4KmcIR6Y,SPLINE WalkThrough Intro : LEARN 3D,"Feb 8, 2025",57,3,33.57,75,2,2,0,0,0,0,0,0,0,0,0,,0,0,0.333,0,0,0,,0,0,,0,0,,0,0,,,0,,0,0,4,0.0168,0,0.001,0:00:19,34,5.88
31vmncBja2c,🎸🕊️✝️🤘Brand New – Jesus Christ LIVE in Newark  🖤,"Jun 30, 2025",60,5,71.1,50,5,5,0,0,0,0,0,0,0,0,0,,0,0,0.2,0,0,0,,0,0,,0,0,,0,0,,,0,,1,0.0133,10,0.0614,0,0.001,0:00:42,382,1.05
KW8enZtnFxk,Dive Bar Bathroom,"Jan 31, 2025",8,4,117.97,66.67,4,2,2,2,0,0,0,0,0,0,0,,0,0,0.25,0,0,0,,0,0,,0,0,,0,0,,,0,,4,0.0025,11,0.0109,0,0.001,0:00:09,82,3.66
vlN4mYHm9fY,⚔️ Capture the Flag 🇫🇷 💂,"Oct 16, 2025",72,7,73.17,83.33,6,1,5,4,1,0,0,0,0,0,0,,1,0,0.143,0,0,0,,0,0,,0,0,,0,0,,,0,,0,0,11,0.124,0,0.001,0:00:52,108,1.85
InAa8f3-txY,Marshal Ney ⚔️ Bravest of the Brave,"Oct 2, 2025",178,14,42.12,47.06,13,12,1,1,0,0,0,0,0,0,0,,0,0,0.071,0,0,0,,0,0,,0,0,,0,0,,,0,,1,0.0002,23,0.2949,0,0.001,0:01:14,337,1.48
74099TTiMqE,AUSTERLITZ 🇫🇷 Aftermath 1/4,"Nov 26, 2025",58,6,53.14,83.33,6,3,3,2,1,0,0,0,0,0,0,,0,0,0.167,0,0,0,,0,0,,0,0,,0,0,,,0,,2,0.0169,9,0.0516,0,0.001,0:00:30,116,2.59
xjaIIQkmrKs,FREE DJ Visuals,"Jan 27, 2025",12,9,82.07,42.86,7,7,0,0,0,0,0,0,0,0,0,,1,0,0.111,0,0,0,,0,0,,0,0,,0,0,,,0,,3,0.0035,18,0.0289,0,0.001,0:00:09,627,1.28
yZDQpsjC7mk,Animoog Z - Experimenting,"Dec 12, 2024",88,5,12.1,100,5,4,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,0,,2,0.0093,5,0.0148,0,0.001,0:00:10,50,6
pHRRsW9nuvc,Napoleon’s Veterans 💂🇫🇷 Rare Portraits,"Sep 23, 2025",170,10,19.4,81.82,10,7,3,3,0,0,0,0,0,-1,0,100,0,0,0.1,0,0,0,,0,0,,0,0,,0,0,,,0,,1,0.0207,12,0.0926,0,0.001,0:00:32,223,3.59
KGotNqFh1Xs,💂 Last Veterans of the Empire 🇫🇷 Napoleon’s Old Guard,"Aug 3, 2025",151,6,33.26,42.86,3,3,0,0,0,0,0,0,0,2,0,100,0,0,0.167,0,0,0,,0,0,,0,0,,0,0,,,0,,0,0,10,0.0846,0,0.001,0:00:50,155,3.23
wK9j0eZ31NU,⚔️ Lasalle: Napoleon’s Daring Cavalry Hero 🇫🇷,"Nov 8, 2025",63,12,43.81,60,11,5,6,5,1,0,0,0,0,-1,0,100,0,0,0.083,0,0,0,,0,0,,0,0,,0,0,,,0,,1,0.0027,17,0.0945,0,0.001,0:00:27,106,3.77
9MtolJeHHF8,Basketball Frame x Frame Animation #procreate #rotoscope,"Jun 12, 2023",10,3,158.34,50,3,3,0,0,0,0,0,0,0,0,0,,0,0,0.333,0,0,0,,0,0,,0,0,,0,0,,,0,,1,0.0003,8,0.0137,0,0.001,0:00:15,389,0.51
G5r_it9Yi20,Genius of Napoleon’s Battalion Carré 🇫🇷,"Nov 8, 2025",48,10,62.69,60,10,5,5,5,0,0,0,0,0,0,0,,0,0,0.111,0,0,0,,0,0,,0,0,,0,0,,,0,,1,0.0004,12,0.0843,0,0.001,0:00:30,75,1.33
wu3QU1BNftg,Emperors Men 🐎 Napoleon's Cavalry,"Nov 25, 2025",98,3,6.29,75,3,0,3,1,2,0,0,0,0,-1,0,100,0,0,0.333,0,0,0,,0,0,,0,0,,0,0,,,0,,0,0,4,0.0055,0,0.001,0:00:06,145,0.69
mUZZG8uIFfw,Napoleon at Lodi 🇫🇷 The Bridge of Fire,"Oct 12, 2025",62,3,55.02,50,3,3,0,0,0,0,0,0,0,0,0,,0,0,0.333,0,0,0,,0,0,,0,0,,0,0,,,0,,0,0,4,0.0295,0,0.001,0:00:34,221,0
X60AXuV8XSA,NAPOLEON 🇫🇷 March to AUSTERLITZ,"Oct 31, 2025",129,10,43.67,64.29,8,6,1,1,0,0,0,0,0,-1,0,100,0,0,0.111,0,0,0,,0,0,,0,0,,0,0,,,0,,1,0.0002,17,0.159,0,0.001,0:00:56,350,1.43
x6TrrbvY0nA,Color as a Blind Person #blind #sight,"Jun 27, 2023",55,7,119.49,46.67,7,6,0,0,0,0,0,0,0,1,0,100,0,0,0.167,0,0,0,,0,0,,0,0,,0,0,,,0,,4,0.0497,20,0.1301,0,0.001,0:01:05,406,0.74
KCcrnjiiCIQ,⚔️🇫🇷 GENERAL Lasalle 💂🐎,"Nov 17, 2025",161,11,46.02,38.46,11,9,2,2,0,0,0,0,0,-1,0,100,0,0,0.1,0,0,0,,0,0,,0,0,,0,0,,,0,1,0,0,19,0.2297,0,0.001,0:01:14,195,2.05
bI3n6wztY1Y,Napoleon 🇫🇷 CORPS,"Nov 27, 2025",52,9,38.85,81.82,9,3,6,6,0,0,0,0,0,0,0,,0,0,0.111,0,0,0,,0,0,,0,0,,0,0,,,0,,1,0.0018,12,0.0517,0,0.001,0:00:20,312,0.96
wETa9pLEx_o,NAPOLEON ⚔️ 1805 🇫🇷 [Pt.3],"Nov 29, 2025",43,6,43.25,46.15,6,2,4,4,0,0,0,0,0,-1,0,100,0,0,0.2,0,0,0,,0,0,,0,0,,0,0,,,0,,1,0.0027,14,0.0342,0,0.001,0:00:18,583,0.69
VgS9dZjsTVE,BROOKLYN!  🛹  NYC SKATEBOARDING 🔥,"May 26, 2025",8,4,99.36,33.33,4,3,1,1,0,0,0,0,0,0,0,,0,0,0.25,0,0,0,,0,0,,0,0,,0,0,,,0,,1,0.0003,13,0.0116,0,0.001,0:00:07,177,1.13
rg4hKcr2PQ8,🐎 Legends of Napoleon's Cavalry,"Dec 15, 2025",150,14,40.58,60,13,3,10,10,0,0,0,0,0,1,0,100,0,0,0.071,0,0,0,,0,0,,0,0,,0,0,,,0,,1,0.0039,22,0.2383,0,0.001,0:01:00,238,3.36
mwdnKshLZt4,AUSTERLITZ Aftermath 🇫🇷 PT. 1,"Nov 18, 2025",48,5,64.51,57.14,5,2,3,2,1,0,0,0,0,0,0,,0,0,0.2,0,0,0,,0,0,,0,0,,0,0,,,0,,2,0.0186,10,0.0445,0,0.001,0:00:30,218,1.38
BdLO8SoGx9k,Legendary Cavalry Charge - FULL VIDEO OUT!,"Jan 18, 2025",60,2,16.13,25,2,1,1,1,0,0,0,0,0,0,0,,0,0,0.5,0,0,0,,0,0,,0,0,,0,0,,,0,,0,0,6,0.006,0,0.001,0:00:09,282,0.35
c4xwD4ORo1M,My Pink Panther rotoscope animation on a Y2K gameboy #bringbacktranslucenttech #art,"Apr 26, 2023",9,7,117.22,41.67,6,6,0,0,0,0,0,0,0,0,0,,0,0,0.143,0,0,0,,0,0,,0,0,,0,0,,,0,,0,0,21,0.0259,0,0.001,0:00:10,255,1.18
hvAG-DBv8uM,AUSTERLITZ the Game,"Dec 22, 2025",57,6,58.49,40,6,1,5,5,0,0,0,0,0,0,0,,0,0,0.167,0,0,0,,0,0,,0,0,,0,0,,,0,,4,0.0242,14,0.0586,0,0.001,0:00:33,229,0.87
DtHP-I5Rmyg,Actually EPIC Napoleon! 🇫🇷,"Oct 26, 2025",44,4,46.67,66.67,3,2,1,1,0,0,0,1,0,1,0,100,0,0,0.5,0,0,0,,0,0,,0,0,,0,0,,,0,,0,0,6,0.0236,1,0.001,0:00:20,262,1.15
OCzv9WKUudo,✨Napoleon's Relics ⚜️,"Sep 30, 2025",14,6,58.76,50,6,2,4,4,0,0,0,0,0,0,0,,0,0,0.167,0,0,0,,0,0,,0,0,,0,0,,,0,,0,0,15,0.0153,0,0.001,0:00:08,115,2.61
BVVbbLZRxcw,🇫🇷 Édouard Detaille’s Epic Paintings💂,"Aug 15, 2025",54,6,22.41,55.56,6,2,4,4,0,0,0,0,0,0,0,,0,0,0.167,0,0,0,,0,0,,0,0,,0,0,,,0,,0,0,10,0.0219,0,0.001,0:00:12,194,1.55
jdBWaMUOpMQ,Napoleon’s Cavalry ⚔️🇫🇷 WEAPONS (2/2),"Nov 5, 2025",145,9,17.22,80,3,1,2,2,0,0,0,0,0,1,0,100,0,0,0.125,0,0,0,,0,0,,0,0,,0,0,,,0,,0,0,11,0.0641,0,0.001,0:00:24,208,0.96
Rrus4D1rUYs,Napoleonica ⚔️🇫🇷💂🏼,"Dec 23, 2025",12,4,250.86,36.36,4,0,4,3,1,0,0,0,0,1,0,100,0,0,0.25,0,0,0,,0,0,,0,0,,0,0,,,0,,3,0.0017,16,0.0363,0,0.001,0:00:30,189,0
Adh5h-PUFZk,⚔️ The Corps System Explained 🇫🇷,"Nov 2, 2025",40,8,58.3,88.89,6,4,1,1,0,0,0,0,0,-1,0,100,0,0,0.167,0,0,0,,0,0,,0,0,,0,0,,,0,,0,0,11,0.0525,0,0.001,0:00:23,173,3.47
GFU1LiSAXiM,🛹  NYC Skateboarding 🔥,"May 30, 2025",8,2,85.3,50,2,2,0,0,0,0,0,0,0,0,0,,0,0,0.5,0,0,0,,0,0,,0,0,,0,0,,,0,,0,0,5,0.005,0,0.001,0:00:06,140,0.71
XSeVMkZ5uqQ,🔥Napolious BIG,"Nov 18, 2025",46,3,34.04,100,2,1,1,0,1,0,0,0,0,0,0,,0,0,0.333,0,0,0,,0,0,,0,0,,0,0,,,0,,0,0,3,0.013,0,0.001,0:00:15,58,1.72
qVRAu_AlalY,Napoleon Complex Magazine,"Nov 21, 2025",8,2,78.44,66.67,2,1,1,1,0,0,0,0,0,0,0,,0,0,0.5,0,0,0,,0,0,,0,0,,0,0,,,0,,0,0,4,0.0044,0,0.001,0:00:06,55,1.82
QnTKhDfnQJ4,Napoleonic Relics ⚔️🇫🇷 Marshal Ney,"Oct 16, 2025",42,9,80.15,66.67,9,6,3,3,0,0,0,0,0,0,0,,0,0,0.111,0,0,0,,0,0,,0,0,,0,0,,,0,,0,0,16,0.0855,0,0.001,0:00:33,208,1.44
jyD14MHSVJY,🇫🇷🐎Culture of the Cavalry🐎🇫🇷,"Oct 10, 2025",177,4,6.29,44.44,4,2,2,1,1,0,0,0,0,0,0,,0,0,0.25,0,0,0,,0,0,,0,0,,0,0,,,0,,0,0,9,0.0143,0,0.001,0:00:11,231,1.3
EhtROfh9YqQ,MURAT ⚔️ The Sword of Napoleon 🇫🇷,"Nov 6, 2025",137,2,44.02,66.67,2,1,1,1,0,0,0,0,0,-1,0,100,0,0,0.5,0,0,0,,0,0,,0,0,,0,0,,,0,,0,0,5,0.0343,0,0.001,0:01:00,163,0
