Content,Video title,Video publish time,Duration,Engaged views,Average percentage viewed (%),Stayed to watch (%),Unique viewers,New viewers,Returning viewers,Casual viewers,Regular viewers,Hypes,Hype points,Subscribers gained,Subscribers lost,Likes,Dislikes,Likes (vs. dislikes) (%),Shares,Comments added,RPM (USD),Rubies,End screen element clicks,End screen elements shown,Clicks per end screen element shown (%),Card clicks,Cards shown,Clicks per card shown (%),Card teaser clicks,Card teasers shown,Teaser clicks per card teaser shown (%),Community clip views,Watch time from community clips (hours),Remix count,Remix views,Post subscribers,Views from playlist,YouTube Premium views,YouTube Premium watch time (hours),Views,Watch time (hours),Subscribers,Estimated revenue (USD),Average view duration,Impressions,Impressions click-through rate (%)
p9s1Fr7jMnk,Anime Arcade : Psychedelic Background Visuals - Chill  Study Music - Trippy 3D Animation - 140 BPM,"Aug 31, 2024",2177,4,23.47,,4,3,1,1,0,0,0,0,0,0,0,,0,0,,,0,0,,0,0,,0,0,,0,0,,,0,,0,0,4,0.5677,0,,0:08:30,29,3.45
Vzxmqt7-cjQ,TECHNICOLOR LAVA  🌈🎶 4K Psychedelic Visuals + Lofi Playlist,"Jul 17, 2025",3610,4,173.59,,2,2,0,0,0,0,0,0,0,0,0,,0,0,48.5,0,0,0,,0,0,,0,0,,0,0,,,0,,3,6.9586,4,6.9629,0,0.194,1:44:26,18,0
1J9fW2BuuwI,5 SPLINE TRICKS & TIPS I Wish I Knew Sooner : PART ONE,"Jun 16, 2023",165,4,16.37,,4,3,1,1,0,0,0,0,0,0,0,,0,0,2.75,0,0,0,,0,0,,0,0,,0,0,,,0,,0,0,4,0.03,0,0.011,0:00:27,0,
utt2wb7IqCU,ROTOSCOPING & Animation on PROCREATE / ILLUSTRATING FRAMES & Recreating REAL Video thru ANIMATION,"May 7, 2023",506,3,9.26,,3,3,0,0,0,0,0,0,0,0,0,,0,0,4.667,0,0,0,,0,0,,0,0,,0,0,,,0,,0,0,3,0.0391,0,0.014,0:00:46,12,0
ac0d8NDid0E,💂LETTER from AUSTERLITZ 🇫🇷,"Jul 18, 2025",521,3,51.86,,3,1,2,1,1,0,0,0,0,0,0,,0,0,2.667,0,0,0,,0,0,,0,0,,0,0,,,0,1,0,0,3,0.2252,0,0.008,0:04:30,277,0.36
dw08nlhUX7g,How I FINALLY found a way to make $$$ as a BROKE HUNGRY ARTIST. The $0 AUTOMATED AI ART SHOP Guide,"Sep 16, 2023",96,3,31.69,,3,0,3,3,0,0,0,0,0,0,0,,0,1,0.667,0,0,0,,0,0,,0,0,,0,0,,,0,,1,0.0139,3,0.0254,0,0.002,0:00:30,46,4.35
a6H_hYWbmsU,100 SECONDS : 4K VISUAL Countdown : Timer + Alarm,"Mar 9, 2025",108,3,38.83,,2,2,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,0,0,,0,0,,0,0,,,0,,0,0,3,0.0349,0,,0:00:41,8,0
I2t-BzttXxU,🇺🇸 ✨AMERICAN FIREWORKS : 3D 4K Visual : Screensaver,"Jul 4, 2025",1985,3,0.49,,3,3,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,,0,0,,0,0,,0,0,,,0,,1,0.003,3,0.0081,0,0.003,0:00:09,16,0
BGp6Y0-EI9A,NEON SMOKE - 4K HD Background VISUALS - Psychedelic BRIGHT COLOR : Motion Design - TRIPPY : NO SOUND,"Oct 23, 2024",4481,3,0.34,,3,3,0,0,0,0,0,0,0,0,0,,0,0,0.667,0,0,0,,0,0,,0,0,,0,0,,,0,,0,0,3,0.0125,0,0.002,0:00:15,8,0
7rhlBKYiA3I,NAPOLEON 💂‍♂️ 5 CRAZY FACTS about the EMPEROR of the French 🇫🇷,"Apr 21, 2025",223,3,35.01,,3,1,2,2,0,0,0,0,0,0,0,,0,0,,,0,0,,0,0,,0,0,,0,0,,,0,2,0,0,3,0.0651,0,,0:01:18,132,1.52
QP2gZaWrEIw,CHANNEL 5 NEWS - Cheesy News Intro I made for Andrew + CH. 5 #2 @Channel5YouTube,"Mar 20, 2025",65,3,26.97,,3,2,1,0,1,0,0,0,0,0,0,,0,0,,,0,0,,0,0,,0,0,,0,0,,,0,,1,0.0045,3,0.0146,0,,0:00:17,100,1
pt2jBQiknO4,NAPOLEON 🇫🇷 5 Unknown FACTS,"May 14, 2025",223,3,37.91,,3,0,2,2,0,0,0,0,0,0,0,,0,0,0,0,0,4,0,0,0,,0,1,0,0,0,,,0,,1,0.0055,3,0.0705,0,0.005,0:01:24,40,5
tDBoayzj0Tw,RIFLE SMUT - Slo-Mo 3D BACKGROUND VISUALS : CHILL Study LOOP -  HD 4K 3D 2 COOL 1 LOVE NO CAP (:,"Sep 19, 2024",2521,2,0.46,,1,0,1,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,0,2,2,0.0065,2,0.0065,0,0,0:00:11,12,0
34TLSbVnVa4,100 SECOND COUNTDOWN - Color-Changing TIMER w/ BUZZER,"Feb 19, 2025",121,2,12.71,,2,1,1,1,0,0,0,0,0,0,0,,0,0,4,0,0,3,0,0,0,,0,0,,0,0,,,0,,0,0,2,0.0085,0,0.008,0:00:15,72,2.78
2p2M7NFi3qk,LAVA LAMP 🟠🌀 1 Hour 4K VISUAL + TRIPPY Lofi EDM Mix 🎵,"Jul 15, 2025",3601,2,56.96,,2,2,0,0,0,0,0,0,0,0,0,,0,0,24,0,0,0,,0,0,,0,0,,0,0,,,0,,0,0,2,1.1395,0,0.048,0:34:11,16,6.25
r6uSsCfz3-Y,The First 50 Thanksgivings : The TRUE Story of Peace & Fraternity - Pilgrims & Indigenous - PREVIEW,"Dec 15, 2024",306,2,55.69,,2,0,2,2,0,0,0,0,0,0,0,,0,0,,,0,0,,0,0,,0,0,,0,0,,,0,2,0,0,2,0.0947,0,,0:02:50,85,0
LhcG9WxIrRE,FLOWER of LIFE 4K HD Visuals - NO SOUND,"Apr 26, 2025",7355,1,0,,1,1,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,0,0,,0,0,,0,0,,,0,,0,0,1,0,0,,0:00:00,19,0
YtMKR_wXizw,TROPIC LAVA 🌺🌀🌞 4K Pink + Blue VISUALS + Lofi Playlist 🎵,"Jul 15, 2025",3602,1,0.48,,1,1,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,0,0,,0,0,,0,0,,,0,,0,0,1,0.0048,0,,0:00:17,14,0
2eUD0riZwNA,🌆  DIY NY KNICKS Shirt - Making the COOLEST Shirt ever with stuff you already have,"May 21, 2025",112,1,99.87,,1,0,1,1,0,0,0,0,0,-1,0,100,0,0,1,0,0,0,,0,0,,0,0,,0,0,,,0,,1,0.0311,1,0.0311,0,0.001,0:01:51,60,0
qdmDKr-03n4,SPLINE GUIDE 🌐 Tutorial 2: OBJECTS – How to Move Scale & Edit 3D Shapes in Spline (Beginner’s Guide),"Oct 25, 2024",281,1,35.22,,1,0,1,0,1,0,0,0,0,-1,0,100,0,0,,,0,0,,0,0,,0,0,,0,0,,,0,1,0,0,1,0.0275,0,,0:01:38,2,50
LtYoslsen18,60 SECONDS : VISUAL Countdown : Timer + Alarm,"Mar 9, 2025",78,1,84.56,,1,0,1,1,0,0,0,0,0,0,0,,0,0,,,0,0,,0,0,,0,0,,0,0,,,0,,0,0,1,0.0183,0,,0:01:05,61,0
XU9M--k_shg,WAVES - LOFI 4K Background VISUALS + PLAYLIST : HD 1 HOUR : TRIPPY Art : MUSIC Meditation EXPERIENCE,"Oct 12, 2024",3607,1,4.11,,1,1,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,0,0,,0,0,,0,0,,,0,,0,0,1,0.0411,0,,0:02:28,11,0
L0hQoG6X1g8,RAINBOW LAVA LAMP - 4K HD Visuals - Color-Changing Spectrum - MOOD LIGHTING - 2 Hours / NO Sound,"Jan 30, 2025",7571,1,0.37,,1,1,0,0,0,0,0,0,0,0,0,,0,0,2,0,0,0,,0,0,,0,0,,0,0,,,0,,0,0,1,0.0078,0,0.002,0:00:28,20,0
z7Tgmx67uWg,Hi Everyone! 1805 PREMIERES SUNDAY!,"Nov 21, 2025",670,1,42.88,,1,0,1,0,1,0,0,0,0,1,0,100,0,0,,,0,0,,0,0,,0,0,,0,0,,,0,,0,0,1,0.0798,0,,0:04:47,0,
Ju1ej2bK61Q,👟 SPINNING AIR MAX 🌈 4K 3D Nike Sneaker Visual Screensaver,"Jul 23, 2025",7201,1,3.02,,1,1,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,0,0,,0,0,,0,0,,,0,,0,0,1,0.0604,0,,0:03:37,22,0
j36AJ9E4lPw,PINK - Candle Light Simulator : Flickering MOOD LIGHT Visual Screensaver,"Feb 20, 2025",7222,1,0.15,,1,1,0,0,0,0,0,0,0,0,0,,0,0,179,0,0,0,,0,0,,0,0,,0,0,,,0,,0,0,1,0.003,0,0.179,0:00:10,8,0
FdfpKddn4F0,NIKE AF1 in 4K 👟🍄🌈 Psychedelic 3D Visuals + Chill Techno LoFi PLAYLIST,"May 10, 2025",7503,1,2.58,,1,1,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,0,0,,0,0,,0,0,,,0,,0,0,1,0.0537,0,,0:03:13,10,0
YIpQrzz9WLs,Rotoscope Traditional Animation,"Apr 11, 2023",36,1,49.44,,1,1,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,0,0,,0,0,,0,0,,,0,,0,0,1,0.0049,0,,0:00:17,9,11.11
q-WlZmWalYg,"Adobe ILLUSTRATOR Guides, Tricks & Tips #2 : Making *Perfect* Seamless Patterns","May 22, 2023",306,1,7.45,,1,1,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,0,0,,0,0,,0,0,,,0,,0,0,1,0.0063,0,,0:00:22,38,2.63
inkWrOFxMUE,CRYSTAL SPECTRUM : 4K HD Visuals + Playlist - Colorful LIGHT REFRACTION & TRIPPY Study Soundtrack,"Oct 1, 2024",3450,1,0.12,,1,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,0,,1,0.0011,1,0.0011,0,0,0:00:04,17,5.88
xKcYbc4kY0I,PRISM - 4K HD VISUALS + Playlist - LIGHT Refraction Mandala & LoFi Psychedelic CHILL EDM Music 1Hour,"Sep 28, 2024",3448,1,23.44,,1,0,1,0,1,0,0,0,0,0,0,,0,0,8,0,0,0,,0,0,,0,0,,0,0,,,0,,0,0,1,0.2245,0,0.008,0:13:28,9,0
Ws2tvjLNEQo,30 SECOND TIMER : Countdown + Alarm,"Mar 11, 2025",42,1,17.03,,1,1,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,0,0,,0,0,,0,0,,,0,,0,0,1,0.002,0,,0:00:07,59,1.69
1d_RHSnd73Q,Pink Dreamz: A 4K HD Lofi Escape,"Oct 11, 2024",3738,1,0.43,,1,1,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,0,0,,0,0,,0,0,,,0,,0,0,1,0.0044,0,,0:00:16,28,0
i4VKoNZKD10,SPLINE GUIDE 🌐 Tutorial 1: The BASICS – How to Use Spline 3D for Beginners,"Oct 25, 2024",275,0,,,0,,,,,0,0,0,0,-1,0,100,0,0,,,0,0,,0,0,,0,0,,0,0,,,0,,0,0,0,0,0,,,2,0
XPbGl4Ok_hM,SPLINE GUIDE 🌐 Tutorial 6 : 3D MODELING - How to 3D Model in SPLINE Pt II : Extrude Inset + Loop Cut,"Nov 9, 2024",601,0,,,0,,,,,0,0,0,0,-1,0,100,0,0,,,0,0,,0,0,,0,0,,0,0,,,0,,0,0,0,0,0,,,1,0
UL74EbOupus,SNEAKERHEAD 👟 4K 3D Psychedelic VISUALS : SILENT,"May 14, 2025",3602,0,,,0,,,,,0,0,0,0,0,0,,0,0,,,0,0,,0,0,,0,0,,0,0,,,0,,0,0,0,0,0,,,10,0
Eu7ZLhRcOMk,#8 Spline Tool - 5 MINUTE 3D SKILLS - Materials : GLASS pt. 3,"Feb 21, 2023",301,0,,,0,,,,,0,0,0,0,0,0,,0,0,,,0,0,,0,0,,0,0,,0,0,,,0,,0,0,0,0,0,,,0,
ImFQ7QQbAfw,SPLINE GUIDE 🌐 Tutorial 5 : 3D MODELING - How to 3D Model in SPLINE Pt I : Faces Edges + Points,"Oct 29, 2024",541,0,,,0,,,,,0,0,0,0,-1,0,100,0,0,,,0,0,,0,0,,0,0,,0,0,,,0,,0,0,0,0,0,,,2,0
O-0bRHWD3hM,#7 Spline Tool - 5 MINUTE 3D SKILLS - Materials : GLASS pt. 2,"Feb 21, 2023",301,0,,,0,,,,,0,0,0,0,0,0,,0,0,,,0,0,,0,0,,0,0,,0,0,,,0,,0,0,0,0,0,,,0,
sxMMR6-Qnl0,SPLINE The COMPLETE GUIDE: Lesson 2.3 - TOOLKIT - 3D Model Libraries CGTrader Turbosquid + Sketchfab,"Jun 14, 2025",353,0,,,0,,,,,0,0,0,0,-1,0,100,0,0,,,0,0,,0,0,,0,0,,0,0,,,0,,0,0,0,0,0,,,0,
R1_vnY-6NpM,"SPLINE GUIDE 🌐 Tutorial 3: SHAPES – How to Create & Edit 2D & 3D Shapes, Paths & Text in Spline","Oct 25, 2024",486,0,,,0,,,,,0,0,0,0,-1,0,100,0,0,,,0,0,,0,0,,0,0,,0,0,,,0,,0,0,0,0,0,,,2,0
s7yTXhdh2kw,SPLINE GUIDE 🌐 Tutorial 13 : MATERIALS Pt V : How to use Pattern + Displace,"Jan 4, 2025",567,0,,,0,,,,,0,0,0,0,0,0,,0,0,,,0,0,,0,0,,0,0,,0,0,,,0,,0,0,0,0,0,,,1,0
cho3jA7MF4E,SPLINE The COMPLETE GUIDE: Lesson 1.17 - Cameras - Setting + Animating the 3D Perspective Viewpoint,"Jan 14, 2025",647,0,,,0,,,,,0,0,0,0,-1,0,100,0,0,,,0,0,,0,0,,0,0,,0,0,,,0,,0,0,0,0,0,,,0,
TmWh3RbOj-8,10 EASY Spline Animations : Move Spin Grow Roll Float Bounce Change & MORE,"Nov 14, 2023",407,0,,,0,,,,,0,0,0,0,-1,0,100,0,0,,,0,0,,0,0,,0,0,,0,0,,,0,,0,0,0,0,0,,,0,
dES96D-6_a0,#12 SPLINE TOOL 3D - 5 Minute Skills: Post-Processing Guide,"Feb 22, 2023",301,0,,,0,,,,,0,0,0,0,0,0,,0,0,,,0,0,,0,0,,0,0,,0,0,,,0,,0,0,0,0,0,,,1,0
2EIorftI-2g,"SPLINE The COMPLETE GUIDE: Lesson 1.22 - SHAPE BLEND Pt. I : Basic Settings, Operations + Animation","May 15, 2025",558,0,,,0,,,,,0,0,0,0,0,0,,0,0,,,0,0,,0,0,,0,0,,0,0,,,0,,0,0,0,0,0,,,0,
k0puZG4g43o,SPLINE 3D Speed Build : Low Poly Tree & Swing : Beginner GUIDE : 1 HOUR in 4 MINUTES ! 15x SPEED,"Jul 4, 2023",282,0,,,0,,,,,0,0,0,0,0,0,,0,0,,,0,0,,0,0,,0,0,,0,0,,,0,,0,0,0,0,0,,,2,0
j5HgfjfoR7g,"SPLINE GUIDE 🌐 Tutorial 4: ANIMATION – How to Animate Objects, States & Events (Beginner’s Guide)","Oct 27, 2024",496,0,,,0,,,,,0,0,0,0,-1,0,100,0,0,,,0,0,,0,0,,0,0,,0,0,,,0,,0,0,0,0,0,,,2,0
 -fVETJDrpD0,Pink & Orange DREAM: Vivid 4K Visuals + Chill LoFi Beats,"Apr 13, 2025",10755,0,,,0,,,,,0,0,0,0,-1,0,100,0,0,,,0,0,,0,0,,0,0,,0,0,,,0,,0,0,0,0,0,,,10,0
 -C0dqCMrrR0,#19 SPLINE TOOL 3D - 5 Minute Skills : Adding SOUND EFFECTS !,"Mar 6, 2023",308,0,,,0,,,,,0,0,0,0,0,0,,0,0,,,0,0,,0,0,,0,0,,0,0,,,0,,0,0,0,0,0,,,0,
eLj_QDITOVU,Diamond RING Refraction,"Jul 29, 2025",18,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,,0,0,,,,,,78,0
OR6xd3WWy-c,SPLINE 2 Minute GUIDE : Materials : * Glitter * : How Glitter your 3D Objects,"Jul 4, 2023",142,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,,0,0,,,,,,2,0
Go1S9E0piF0,SPLINE GUIDE 🌐 Tutorial 11 : MATERIALS Pt III : How to use Fresnel Rainbow Toon + Outline,"Nov 28, 2024",669,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,,0,0,,,,,,1,0
1kU7Z3fZceA,PORTFOLIO: Illustrated Footage : Rotoscope Animation : Enhance Your Brands Content & Video Assets,"Jun 13, 2023",65,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,,0,0,,,,,,41,0
iBcpEERfre8,Old Nike Air Painting I made!,"Nov 21, 2024",60,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,,0,0,,,,,,42,0
vrRoTOFtRnk,PORTFOLIO: 3D Motion Design: Products Visuals Promo Content Experiences + Reach Your Audience w/ 3D,"Jun 26, 2023",113,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,,0,0,,,,,,10,0
eY3iEry6agA,20 SECOND TIMER : Countdown + Alarm,"Mar 11, 2025",32,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,,0,0,,,,,,63,0
SJDIyV3mjJE,LiQUID : Trippy 4K Psychedelic Visuals + Chill LoFi Beats,"Feb 11, 2025",7380,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,,0,0,,,,,,11,0
XqvuDZxfDWU,SPLINE GUIDE : How to make 3D Objects GLOW : Light TUTORIAL,"Jun 29, 2023",226,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,,0,0,,,,,,4,0
9v4RnQA9Bu4,Adobe ILLUSTRATOR Tricks #3.2 EXTRA INFO : ENVELOPE DISTORT,"May 28, 2023",346,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,,0,0,,,,,,40,0
7iEFwo6UzsA,Soft PINK - SOLID COLOR Screensaver : 2 Hours NO Sound,"Nov 4, 2024",7201,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,,0,0,,,,,,51,0
PPPbF8zdJGg,10 x 60 Seconds TIMER : 15 Second Breaks : Countdown + Alarm,"Mar 11, 2025",751,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,,0,0,,,,,,78,0
PlS2gzrp244,PURPLE SPECTRUM Mood LAMP: Radial CALMING Light : 4K HD Background Visual NO SOUND 1 Hour : RELAXING,"Nov 15, 2024",3643,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,,0,0,,,,,,8,0
iSi3PTKC8Qo,🟣🔵🟢PURPLE BLUE & GREEN Gradient: Beautiful Vibrant 4K Background Visuals: Relaxing & Chill NO SOUND,"Dec 23, 2024",10784,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,,0,0,,,,,,6,0
7BBnYp3MvNY,Spline Tool EXPERIMENTING #3 : Learning Conditional Logic & Sound FX : Learn & Explore with ME,"Mar 18, 2023",290,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,,0,0,,,,,,1,0
 -OWSDVwVCng,SPLINE GUIDE 🌐 Tutorial 12 : MATERIALS Pt IV : How to use Glass + Matcap (65 *FREE Matcaps),"Dec 24, 2024",855,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,,0,0,,,,,,1,0
pAyChyttANs,AQUA-SPIN: The Ultimate 4K Chill Playlist + Background VISUAL,"Oct 5, 2024",3640,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,,0,0,,,,,,13,0
oJfsqOXs3Iw,TEAL GREEN - COLOR SCREENS - 2 Hours NO Sound,"Nov 4, 2024",7201,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,,0,0,,,,,,6,0
hrhzjdNIYkw,SPLINE The COMPLETE GUIDE: Lesson 1.16 - Frame & Export : Image Video 3D Files Websites Apps + More,"Jan 10, 2025",407,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,3.187,,,
YA5ozS2b-lM,Animation Reel for DJ Visuals - SHitty Edit until I can get the drive together,"May 17, 2024",139,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,,0,0,,,,,,7,0
YABZZqDxPJU,GOLDEN CANYON : LONG Background Visuals 4K HD Southwest LOOP : Animation & LiDAR - Chill Study Music,"Sep 17, 2024",1874,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,,0,0,,,,,,6,0
7dmBPdNYJn4,RED 4K HD BACKGROUND Visuals - 2 Hours NO SOUND -  RELAXING Mood LIGHT Screensaver / Projection,"Feb 16, 2025",7202,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,,0,0,,,,,,7,0
BXbZJ8pby10,"SPLINE GUIDE : Quick Study - COUNTDOWN - Learn Variables, Animation, Materials + MORE","Feb 19, 2025",124,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,,0,0,,,,,,4,0
KX2gp0tM6Fs,Adobe ILLUSTRATOR Tricks #3 : Shaping TEXT w/ ENVELOPE DISTORT,"May 28, 2023",136,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,,0,0,,,,,,46,0
X_JBFLs3vAk,How I Deploy Apps With Google AI Studio 🚀 Full Tutorial + GitHub Tips,"Oct 24, 2025",1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
aNBFjCswD8I,Spline Tool EXPERIMENTING #1 : 3D Paths Physics Gravity Logic + MORE Pt. 1 : Learn & Explore with ME,"Mar 17, 2023",710,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,,0,0,,,,,,2,0
S0hlGjHC3dY,BROOKLYN FIRE - 1/25/25 Metropolitan & Graham - Williamsburg / Bushwick L Train - FDNY Heroes 106,"Jan 26, 2025",91,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,,0,0,,,,,,64,0
Tdvcog9-qCw,CAESAR's Battle of Alesia ⚔️ Watch NOW!,"Jul 25, 2025",90,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,4,0,,0,0,,,,,,0,
QD7EHAWI1Tk,3D Canyon Sunset : Lidar Scan & 3D Motion Design Expiremeneny,"Aug 11, 2024",55,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,,0,0,,,,,,59,0
ByC120iH9qg,Adobe Illustrator Tricks & Tips #1 : The (Hidden) Advanced Toolbar,"May 21, 2023",141,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,,0,0,,,,,,69,0
pV-qDgZTWQM,SPLINE GUIDE : Make Your Own Matcaps from Any Image Using Spline,"Jul 15, 2023",409,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,,0,0,,,,,,4,0
q5ncQYbzVDM,TECHNICOLOR LAMP: Gradient COLOR CHANGING Water RIPPLES: 4K HD Background Visual: NO SOUND 1 Hour,"Nov 15, 2024",3601,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,,0,0,,,,,,6,0
OgN8TZElx6M,SPLINE 3D ANIMATION TUTORIAL - How to make ENDLESS LOOPS - Seamless Videos & GIFs,"Jun 6, 2023",323,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,,0,0,,,,,,2,0
LiluUu6Adyc,CHANNEL 5 NEWS - Cheesy News Intro I made for Andrew + CH. 5 #1 @Channel5YouTube,"Mar 2, 2025",34,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,,0,0,,,,,,61,0
FVgp6tL5n5c,4K MOTION Background : 3D SPIRAL Animation - COLORFUL Visuals - Chill Music,"Sep 12, 2024",1501,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,,0,0,,,,,,7,0
D77OkBgNu_8,SPLINE GUIDE 🌐 Tutorial 10 : MATERIALS Pt II : How to use Video Depth Normal Gradient + Noise,"Nov 21, 2024",713,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,,0,0,,,,,,1,0
688rwlTqH3c,#16 SPLINE TOOL 3D - 5 Minute Skills : Materials - MATCAPS Pt. 4 of 5: Matcap Magician,"Mar 5, 2023",313,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,,0,0,,,,,,2,0
i67SzkLtUvk,SPLINE 3D Quick TIP : Stacking MATERIALS : Multiply Screen & Overlay / 1 MINUTE Tutorial,"Jun 5, 2023",58,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,,0,0,,,,,,1,0
s4Gzt51zG-Q,GRAVITY TUBE : 4K Visuals + BACKGROUND 3D Animation : Chill Music : Rolling SPHERE & SPIRAL Tunnel,"Sep 13, 2024",1812,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,,0,0,,,,,,6,0
ea71Z9mywHI,SPLINE GUIDE 🌐 Tutorial 9 : MATERIALS Pt I : How to use Light Color Image + Blending Modes,"Nov 18, 2024",703,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,,0,0,,,,,,1,0
YLhr6LPqLxk,60 Second COUNTDOWN - 1 Minute Timer,"Feb 17, 2025",66,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,,0,0,,,,,,70,0
H0HzgAaZvm8,"Polycam LIDR 3D Scan Flythroughs & Drone Shots Compilation - Castles, Canyons & Climbing Gyms","Jun 10, 2023",57,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,,0,0,,,,,,47,0
Qxq-oWtvjAA,🎄❄️🎅🏼CLASSIC CHRISTMAS TUNES : 1+ HOUR Playlist + Snowing Winter VISUALS - DITCH YULE LOG this year!,"Dec 20, 2024",3701,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,,0,0,,,,,,56,0
ES2SkUKVNyA,SPLINE GUIDE 🌐 Tutorial 8 : 3D MODELING - How to 3D Model in SPLINE Pt IV Booleans + Geometry Merge,"Nov 13, 2024",380,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,,0,0,,,,,,1,0
UNF-3Tchxq4,LOVE TUNNEL - 4K HD VISUALS - PiNK + ORANGE Dreamscape: 2 Hours CHiLL LoFi EDM Playlist,"Feb 10, 2025",7308,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,,0,0,,,,,,9,0
QT_S6fFteLw,Bright ORANGE - SOLID Sunlight COLOR Screensaver : 2 Hours NO Sound ildnfS,"Nov 4, 2024",10801,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,,0,0,,,,,,6,0
6lwabvD7t5Q,TRIPPIN' in CLASS - 4K HD Background VISUALS : 2 Hours SILENT - VIVID Psychedelic Motion Graphics,"Feb 13, 2025",7281,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,,0,0,,,,,,7,0
-8n59bcWnCk,LOVE TUNNEL - 4K HD VISUALS *SILENT* PiNK + ORANGE Dreamscape: 2 Hours No Sound,"Feb 12, 2025",7308,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,,0,0,,,,,,6,0
nVjtCOWfeXQ,SPLINE GUIDE 🌐 Tutorial 7 : 3D MODELING - How to 3D Model in SPLINE Pt III : Sculpting + Subdivision,"Nov 13, 2024",786,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,,0,0,,,,,,1,0
